img, patch_width, patch_height, x_min, x_max, y_min, y_max
84_0_adversarial.png, 70, 50, 52, 122, 185, 235
85_0_adversarial.png, 70, 50, 140, 210, 89, 139
86_229_adversarial.png, 70, 70, 44, 114, 151, 221
87_476_adversarial.png, 70, 30, 26, 96, 241, 271
88_511_adversarial.png, 30, 30, 100, 130, 111, 141
89_329_adversarial.png, 30, 50, 246, 276, 139, 189
90_0_adversarial.png, 70, 70, 139, 209, 202, 272
91_0_adversarial.png, 70, 70, 137, 207, 198, 268
92_83_adversarial.png, 50, 30, 95, 145, 67, 97
93_0_adversarial.png, 70, 30, 42, 112, 36, 66
94_927_adversarial.png, 30, 30, 177, 207, 235, 265
95_0_adversarial.png, 70, 50, 137, 207, 62, 112
96_955_adversarial.png, 50, 30, 40, 90, 36, 66
97_711_adversarial.png, 30, 50, 58, 88, 73, 123
98_751_adversarial.png, 70, 50, 16, 86, 42, 92
99_0_adversarial.png, 50, 50, 135, 185, 216, 266
100_0_adversarial.png, 50, 70, 13, 63, 19, 89
101_0_adversarial.png, 50, 30, 27, 77, 251, 281
102_0_adversarial.png, 70, 30, 22, 92, 43, 73
103_0_adversarial.png, 70, 70, 76, 146, 199, 269
104_0_adversarial.png, 50, 70, 193, 243, 73, 143
105_507_adversarial.png, 50, 50, 39, 89, 104, 154
106_201_adversarial.png, 30, 50, 212, 242, 141, 191
107_62_adversarial.png, 50, 50, 214, 264, 33, 83
108_0_adversarial.png, 30, 50, 85, 115, 107, 157
109_469_adversarial.png, 30, 50, 182, 212, 176, 226
110_995_adversarial.png, 30, 50, 88, 118, 217, 267
111_414_adversarial.png, 70, 50, 173, 243, 116, 166
112_0_adversarial.png, 30, 70, 159, 189, 111, 181
113_0_adversarial.png, 50, 50, 230, 280, 106, 156
114_0_adversarial.png, 30, 50, 35, 65, 129, 179
115_201_adversarial.png, 50, 30, 28, 78, 188, 218
116_0_adversarial.png, 70, 30, 61, 131, 259, 289
117_0_adversarial.png, 30, 50, 226, 256, 93, 143
118_0_adversarial.png, 30, 70, 241, 271, 217, 287
119_398_adversarial.png, 70, 30, 32, 102, 39, 69
120_620_adversarial.png, 50, 70, 66, 116, 209, 279
121_0_adversarial.png, 50, 30, 172, 222, 219, 249
122_0_adversarial.png, 50, 50, 116, 166, 0, 50
123_0_adversarial.png, 50, 50, 92, 142, 118, 168
124_276_adversarial.png, 70, 50, 46, 116, 94, 144
125_200_adversarial.png, 50, 30, 43, 93, 163, 193
126_234_adversarial.png, 70, 30, 143, 213, 256, 286
127_513_adversarial.png, 30, 30, 75, 105, 37, 67
128_270_adversarial.png, 50, 30, 97, 147, 38, 68
129_126_adversarial.png, 50, 30, 164, 214, 178, 208
130_0_adversarial.png, 70, 30, 173, 243, 75, 105
131_934_adversarial.png, 30, 50, 110, 140, 92, 142
132_0_adversarial.png, 70, 70, 86, 156, 65, 135
133_0_adversarial.png, 70, 50, 5, 75, 44, 94
134_0_adversarial.png, 50, 70, 207, 257, 29, 99
135_0_adversarial.png, 50, 30, 233, 283, 48, 78
136_0_adversarial.png, 30, 50, 129, 159, 210, 260
137_0_adversarial.png, 30, 50, 24, 54, 187, 237
138_541_adversarial.png, 30, 70, 237, 267, 79, 149
139_0_adversarial.png, 30, 70, 74, 104, 199, 269
140_0_adversarial.png, 50, 70, 55, 105, 173, 243
141_37_adversarial.png, 70, 30, 78, 148, 29, 59
142_0_adversarial.png, 70, 50, 6, 76, 136, 186
143_855_adversarial.png, 50, 70, 17, 67, 12, 82
144_340_adversarial.png, 50, 30, 97, 147, 87, 117
145_0_adversarial.png, 50, 50, 53, 103, 46, 96
146_772_adversarial.png, 50, 50, 142, 192, 101, 151
147_0_adversarial.png, 50, 30, 235, 285, 236, 266
148_724_adversarial.png, 50, 50, 136, 186, 51, 101
149_0_adversarial.png, 50, 70, 82, 132, 80, 150
150_349_adversarial.png, 30, 70, 101, 131, 201, 271
151_439_adversarial.png, 70, 70, 152, 222, 30, 100
152_22_adversarial.png, 70, 30, 83, 153, 207, 237
153_621_adversarial.png, 30, 30, 72, 102, 112, 142
154_0_adversarial.png, 50, 70, 225, 275, 195, 265
155_0_adversarial.png, 70, 30, 168, 238, 218, 248
156_0_adversarial.png, 30, 50, 46, 76, 160, 210
157_0_adversarial.png, 50, 50, 112, 162, 246, 296
158_156_adversarial.png, 50, 30, 226, 276, 19, 49
159_150_adversarial.png, 50, 30, 37, 87, 187, 217
160_811_adversarial.png, 50, 30, 41, 91, 156, 186
161_0_adversarial.png, 70, 50, 227, 297, 57, 107
162_0_adversarial.png, 50, 70, 163, 213, 108, 178
163_0_adversarial.png, 50, 70, 225, 275, 101, 171
164_0_adversarial.png, 30, 30, 30, 60, 152, 182
165_0_adversarial.png, 30, 70, 259, 289, 177, 247
166_0_adversarial.png, 70, 70, 220, 290, 157, 227
167_0_adversarial.png, 50, 50, 236, 286, 1, 51
168_0_adversarial.png, 30, 50, 146, 176, 48, 98
169_736_adversarial.png, 30, 50, 31, 61, 214, 264
170_0_adversarial.png, 50, 50, 147, 197, 0, 50
171_0_adversarial.png, 50, 50, 230, 280, 235, 285
172_409_adversarial.png, 50, 30, 130, 180, 34, 64
173_0_adversarial.png, 30, 50, 201, 231, 187, 237
174_0_adversarial.png, 70, 70, 30, 100, 101, 171
175_314_adversarial.png, 30, 50, 145, 175, 199, 249
176_0_adversarial.png, 50, 50, 75, 125, 188, 238
177_0_adversarial.png, 70, 30, 70, 140, 177, 207
178_151_adversarial.png, 50, 30, 52, 102, 186, 216
179_0_adversarial.png, 70, 30, 51, 121, 246, 276
180_487_adversarial.png, 50, 30, 209, 259, 97, 127
181_0_adversarial.png, 30, 70, 98, 128, 3, 73
182_269_adversarial.png, 70, 30, 162, 232, 181, 211
183_164_adversarial.png, 30, 50, 77, 107, 75, 125
184_0_adversarial.png, 30, 30, 59, 89, 231, 261
185_0_adversarial.png, 70, 50, 109, 179, 102, 152
186_51_adversarial.png, 70, 50, 68, 138, 195, 245
187_0_adversarial.png, 30, 70, 142, 172, 54, 124
188_0_adversarial.png, 50, 50, 192, 242, 208, 258
189_0_adversarial.png, 70, 30, 219, 289, 256, 286
190_0_adversarial.png, 70, 30, 106, 176, 184, 214
191_0_adversarial.png, 70, 50, 174, 244, 2, 52
192_965_adversarial.png, 30, 50, 184, 214, 189, 239
193_0_adversarial.png, 30, 70, 113, 143, 181, 251
194_547_adversarial.png, 30, 50, 122, 152, 7, 57
195_124_adversarial.png, 50, 30, 19, 69, 107, 137
196_751_adversarial.png, 30, 30, 235, 265, 226, 256
197_0_adversarial.png, 70, 70, 152, 222, 40, 110
198_27_adversarial.png, 30, 30, 228, 258, 130, 160
199_551_adversarial.png, 30, 70, 218, 248, 82, 152
200_354_adversarial.png, 70, 30, 147, 217, 67, 97
201_915_adversarial.png, 70, 70, 81, 151, 200, 270
202_0_adversarial.png, 50, 70, 48, 98, 224, 294
203_271_adversarial.png, 30, 50, 16, 46, 217, 267
204_0_adversarial.png, 70, 30, 208, 278, 159, 189
205_0_adversarial.png, 50, 30, 112, 162, 130, 160
206_156_adversarial.png, 50, 30, 214, 264, 218, 248
207_585_adversarial.png, 30, 70, 216, 246, 176, 246
208_0_adversarial.png, 50, 70, 128, 178, 108, 178
209_196_adversarial.png, 50, 50, 66, 116, 75, 125
210_0_adversarial.png, 50, 70, 29, 79, 15, 85
211_0_adversarial.png, 70, 50, 218, 288, 48, 98
212_0_adversarial.png, 30, 30, 244, 274, 176, 206
213_0_adversarial.png, 50, 50, 244, 294, 188, 238
214_138_adversarial.png, 50, 30, 119, 169, 266, 296
215_462_adversarial.png, 70, 30, 10, 80, 187, 217
216_761_adversarial.png, 50, 70, 16, 66, 104, 174
217_0_adversarial.png, 70, 50, 76, 146, 186, 236
218_224_adversarial.png, 50, 30, 108, 158, 142, 172
219_0_adversarial.png, 50, 70, 139, 189, 145, 215
220_401_adversarial.png, 70, 50, 20, 90, 247, 297
221_171_adversarial.png, 30, 70, 83, 113, 146, 216
222_0_adversarial.png, 30, 70, 96, 126, 50, 120
223_391_adversarial.png, 70, 70, 63, 133, 220, 290
224_0_adversarial.png, 50, 70, 224, 274, 46, 116
225_0_adversarial.png, 70, 30, 148, 218, 200, 230
226_0_adversarial.png, 50, 50, 173, 223, 86, 136
227_0_adversarial.png, 70, 70, 150, 220, 225, 295
228_543_adversarial.png, 50, 70, 166, 216, 190, 260
229_0_adversarial.png, 50, 70, 111, 161, 5, 75
230_0_adversarial.png, 50, 30, 168, 218, 88, 118
231_0_adversarial.png, 50, 50, 34, 84, 210, 260
232_182_adversarial.png, 50, 30, 195, 245, 8, 38
233_0_adversarial.png, 50, 30, 203, 253, 143, 173
234_872_adversarial.png, 30, 30, 129, 159, 35, 65
235_0_adversarial.png, 70, 50, 72, 142, 155, 205
236_0_adversarial.png, 50, 30, 78, 128, 183, 213
237_651_adversarial.png, 50, 50, 19, 69, 59, 109
238_347_adversarial.png, 30, 30, 111, 141, 35, 65
239_0_adversarial.png, 50, 30, 107, 157, 165, 195
240_0_adversarial.png, 70, 30, 87, 157, 59, 89
241_457_adversarial.png, 50, 50, 198, 248, 172, 222
242_0_adversarial.png, 30, 50, 234, 264, 63, 113
243_0_adversarial.png, 30, 50, 254, 284, 14, 64
244_982_adversarial.png, 50, 30, 4, 54, 15, 45
245_0_adversarial.png, 70, 50, 208, 278, 238, 288
246_748_adversarial.png, 50, 50, 243, 293, 56, 106
247_583_adversarial.png, 50, 30, 28, 78, 194, 224
248_0_adversarial.png, 50, 50, 126, 176, 233, 283
249_141_adversarial.png, 30, 70, 78, 108, 159, 229
250_427_adversarial.png, 50, 30, 50, 100, 55, 85
251_0_adversarial.png, 70, 50, 192, 262, 99, 149
252_0_adversarial.png, 50, 70, 55, 105, 24, 94
253_651_adversarial.png, 50, 30, 231, 281, 246, 276
254_162_adversarial.png, 70, 50, 46, 116, 110, 160
255_0_adversarial.png, 70, 30, 86, 156, 111, 141
256_222_adversarial.png, 30, 50, 54, 84, 98, 148
257_0_adversarial.png, 50, 50, 144, 194, 219, 269
258_0_adversarial.png, 50, 70, 14, 64, 107, 177
259_0_adversarial.png, 50, 30, 91, 141, 81, 111
260_898_adversarial.png, 50, 50, 184, 234, 108, 158
261_0_adversarial.png, 30, 30, 192, 222, 260, 290
262_0_adversarial.png, 70, 50, 15, 85, 201, 251
263_0_adversarial.png, 50, 70, 229, 279, 144, 214
264_634_adversarial.png, 50, 30, 181, 231, 85, 115
265_828_adversarial.png, 50, 50, 113, 163, 56, 106
266_0_adversarial.png, 70, 50, 39, 109, 118, 168
267_518_adversarial.png, 30, 30, 58, 88, 218, 248
268_20_adversarial.png, 30, 30, 55, 85, 64, 94
269_296_adversarial.png, 50, 30, 9, 59, 193, 223
270_183_adversarial.png, 30, 30, 254, 284, 73, 103
271_0_adversarial.png, 70, 70, 178, 248, 220, 290
272_254_adversarial.png, 30, 30, 253, 283, 183, 213
273_0_adversarial.png, 70, 70, 203, 273, 4, 74
274_0_adversarial.png, 70, 50, 111, 181, 223, 273
275_19_adversarial.png, 50, 30, 148, 198, 187, 217
276_0_adversarial.png, 70, 50, 149, 219, 24, 74
277_79_adversarial.png, 30, 50, 127, 157, 166, 216
278_0_adversarial.png, 70, 50, 99, 169, 84, 134
279_464_adversarial.png, 30, 50, 171, 201, 231, 281
280_0_adversarial.png, 50, 70, 174, 224, 202, 272
281_0_adversarial.png, 50, 30, 116, 166, 144, 174
282_0_adversarial.png, 30, 50, 20, 50, 4, 54
283_88_adversarial.png, 30, 30, 42, 72, 192, 222
284_0_adversarial.png, 70, 30, 58, 128, 71, 101
285_59_adversarial.png, 30, 30, 97, 127, 26, 56
286_470_adversarial.png, 50, 50, 12, 62, 6, 56
287_0_adversarial.png, 70, 30, 115, 185, 143, 173
288_0_adversarial.png, 30, 70, 129, 159, 205, 275
289_0_adversarial.png, 30, 30, 40, 70, 210, 240
290_0_adversarial.png, 50, 70, 92, 142, 52, 122
291_0_adversarial.png, 70, 50, 6, 76, 209, 259
292_828_adversarial.png, 70, 30, 170, 240, 49, 79
293_0_adversarial.png, 50, 50, 27, 77, 67, 117
294_606_adversarial.png, 50, 50, 94, 144, 70, 120
295_912_adversarial.png, 30, 70, 82, 112, 33, 103
296_0_adversarial.png, 70, 70, 41, 111, 211, 281
297_0_adversarial.png, 70, 70, 105, 175, 221, 291
298_269_adversarial.png, 30, 70, 236, 266, 184, 254
299_0_adversarial.png, 70, 50, 184, 254, 126, 176
300_281_adversarial.png, 30, 30, 213, 243, 198, 228
301_0_adversarial.png, 70, 50, 39, 109, 202, 252
302_846_adversarial.png, 50, 30, 110, 160, 268, 298
303_194_adversarial.png, 70, 30, 26, 96, 108, 138
304_0_adversarial.png, 50, 30, 195, 245, 100, 130
305_303_adversarial.png, 30, 30, 208, 238, 121, 151
306_0_adversarial.png, 50, 70, 143, 193, 78, 148
307_0_adversarial.png, 50, 70, 238, 288, 219, 289
308_28_adversarial.png, 70, 30, 195, 265, 242, 272
309_0_adversarial.png, 50, 70, 92, 142, 96, 166
310_834_adversarial.png, 30, 70, 232, 262, 112, 182
311_0_adversarial.png, 50, 70, 143, 193, 192, 262
312_289_adversarial.png, 30, 50, 10, 40, 54, 104
313_0_adversarial.png, 30, 70, 203, 233, 115, 185
314_332_adversarial.png, 30, 30, 186, 216, 186, 216
315_70_adversarial.png, 30, 30, 226, 256, 98, 128
316_0_adversarial.png, 50, 30, 166, 216, 119, 149
317_664_adversarial.png, 50, 30, 187, 237, 227, 257
318_0_adversarial.png, 30, 70, 267, 297, 152, 222
319_0_adversarial.png, 70, 70, 22, 92, 53, 123
320_0_adversarial.png, 70, 30, 148, 218, 17, 47
321_142_adversarial.png, 30, 50, 248, 278, 157, 207
322_668_adversarial.png, 30, 50, 137, 167, 186, 236
323_230_adversarial.png, 50, 50, 209, 259, 240, 290
324_94_adversarial.png, 30, 30, 11, 41, 61, 91
325_261_adversarial.png, 50, 30, 135, 185, 100, 130
326_0_adversarial.png, 30, 70, 139, 169, 48, 118
327_0_adversarial.png, 50, 30, 61, 111, 4, 34
328_0_adversarial.png, 70, 50, 167, 237, 30, 80
329_0_adversarial.png, 70, 30, 133, 203, 35, 65
330_0_adversarial.png, 50, 70, 214, 264, 37, 107
331_0_adversarial.png, 70, 30, 107, 177, 249, 279
332_0_adversarial.png, 70, 50, 214, 284, 215, 265
333_0_adversarial.png, 70, 50, 56, 126, 176, 226
334_196_adversarial.png, 30, 50, 195, 225, 154, 204
335_893_adversarial.png, 30, 70, 136, 166, 59, 129
336_0_adversarial.png, 30, 70, 107, 137, 119, 189
337_684_adversarial.png, 70, 30, 31, 101, 154, 184
338_0_adversarial.png, 70, 50, 86, 156, 29, 79
339_659_adversarial.png, 30, 70, 246, 276, 25, 95
340_0_adversarial.png, 50, 70, 97, 147, 39, 109
341_0_adversarial.png, 70, 50, 127, 197, 209, 259
342_0_adversarial.png, 50, 70, 54, 104, 115, 185
343_457_adversarial.png, 30, 50, 248, 278, 49, 99
344_0_adversarial.png, 70, 30, 94, 164, 0, 30
345_67_adversarial.png, 30, 30, 38, 68, 37, 67
346_300_adversarial.png, 30, 70, 11, 41, 198, 268
347_569_adversarial.png, 50, 70, 45, 95, 13, 83
348_0_adversarial.png, 70, 50, 143, 213, 26, 76
349_0_adversarial.png, 50, 50, 34, 84, 93, 143
350_0_adversarial.png, 50, 70, 117, 167, 71, 141
351_0_adversarial.png, 30, 50, 80, 110, 189, 239
352_0_adversarial.png, 30, 70, 104, 134, 28, 98
353_0_adversarial.png, 30, 70, 49, 79, 83, 153
354_0_adversarial.png, 70, 30, 105, 175, 240, 270
355_83_adversarial.png, 70, 70, 73, 143, 188, 258
356_0_adversarial.png, 70, 50, 103, 173, 172, 222
357_216_adversarial.png, 50, 70, 235, 285, 69, 139
358_714_adversarial.png, 30, 70, 255, 285, 77, 147
359_292_adversarial.png, 70, 30, 32, 102, 18, 48
360_49_adversarial.png, 30, 30, 257, 287, 71, 101
361_0_adversarial.png, 70, 50, 212, 282, 2, 52
362_0_adversarial.png, 30, 50, 27, 57, 142, 192
363_0_adversarial.png, 50, 70, 61, 111, 186, 256
364_0_adversarial.png, 50, 70, 23, 73, 166, 236
365_674_adversarial.png, 50, 30, 140, 190, 250, 280
366_0_adversarial.png, 50, 70, 37, 87, 202, 272
367_454_adversarial.png, 30, 30, 185, 215, 93, 123
368_90_adversarial.png, 70, 30, 127, 197, 152, 182
369_438_adversarial.png, 50, 50, 167, 217, 134, 184
370_0_adversarial.png, 70, 70, 123, 193, 202, 272
371_0_adversarial.png, 50, 50, 188, 238, 223, 273
372_711_adversarial.png, 30, 70, 12, 42, 71, 141
373_226_adversarial.png, 30, 70, 174, 204, 26, 96
374_0_adversarial.png, 70, 30, 118, 188, 167, 197
375_848_adversarial.png, 50, 30, 57, 107, 45, 75
376_0_adversarial.png, 50, 70, 172, 222, 85, 155
377_0_adversarial.png, 50, 50, 1, 51, 202, 252
378_721_adversarial.png, 30, 30, 110, 140, 237, 267
379_0_adversarial.png, 70, 50, 153, 223, 215, 265
380_0_adversarial.png, 30, 50, 173, 203, 104, 154
381_0_adversarial.png, 70, 70, 74, 144, 93, 163
382_0_adversarial.png, 70, 70, 100, 170, 139, 209
383_0_adversarial.png, 30, 30, 263, 293, 74, 104
384_229_adversarial.png, 50, 30, 194, 244, 238, 268
385_855_adversarial.png, 50, 30, 7, 57, 129, 159
386_0_adversarial.png, 30, 50, 79, 109, 191, 241
387_0_adversarial.png, 70, 30, 3, 73, 52, 82
388_569_adversarial.png, 30, 70, 172, 202, 153, 223
389_728_adversarial.png, 30, 70, 118, 148, 118, 188
390_0_adversarial.png, 70, 70, 135, 205, 99, 169
391_0_adversarial.png, 70, 30, 206, 276, 227, 257
392_983_adversarial.png, 30, 50, 191, 221, 96, 146
393_0_adversarial.png, 70, 50, 133, 203, 189, 239
394_135_adversarial.png, 50, 30, 120, 170, 223, 253
395_69_adversarial.png, 70, 30, 59, 129, 266, 296
396_0_adversarial.png, 50, 70, 73, 123, 70, 140
397_0_adversarial.png, 50, 70, 194, 244, 187, 257
398_739_adversarial.png, 30, 50, 9, 39, 9, 59
399_419_adversarial.png, 50, 50, 213, 263, 246, 296
400_226_adversarial.png, 50, 30, 112, 162, 80, 110
401_0_adversarial.png, 50, 50, 81, 131, 183, 233
402_0_adversarial.png, 70, 70, 39, 109, 189, 259
403_457_adversarial.png, 30, 30, 57, 87, 115, 145
404_0_adversarial.png, 50, 70, 227, 277, 228, 298
405_797_adversarial.png, 30, 70, 171, 201, 198, 268
406_397_adversarial.png, 30, 50, 128, 158, 215, 265
407_945_adversarial.png, 70, 50, 212, 282, 34, 84
408_664_adversarial.png, 30, 70, 126, 156, 111, 181
409_469_adversarial.png, 70, 30, 216, 286, 130, 160
410_855_adversarial.png, 30, 50, 190, 220, 180, 230
411_0_adversarial.png, 50, 30, 215, 265, 88, 118
412_12_adversarial.png, 50, 30, 49, 99, 239, 269
413_720_adversarial.png, 30, 50, 12, 42, 24, 74
414_0_adversarial.png, 70, 50, 129, 199, 179, 229
415_401_adversarial.png, 70, 70, 213, 283, 36, 106
416_726_adversarial.png, 30, 30, 223, 253, 60, 90
417_0_adversarial.png, 50, 50, 149, 199, 53, 103
418_0_adversarial.png, 70, 50, 82, 152, 66, 116
419_177_adversarial.png, 50, 70, 86, 136, 80, 150
420_370_adversarial.png, 30, 30, 183, 213, 99, 129
421_813_adversarial.png, 70, 70, 59, 129, 105, 175
422_0_adversarial.png, 50, 70, 160, 210, 60, 130
423_0_adversarial.png, 70, 30, 11, 81, 256, 286
424_95_adversarial.png, 30, 30, 55, 85, 188, 218
425_0_adversarial.png, 70, 70, 146, 216, 172, 242
426_522_adversarial.png, 30, 50, 31, 61, 168, 218
427_652_adversarial.png, 70, 30, 22, 92, 83, 113
428_0_adversarial.png, 30, 70, 27, 57, 189, 259
429_867_adversarial.png, 70, 30, 16, 86, 184, 214
430_171_adversarial.png, 50, 30, 195, 245, 134, 164
431_791_adversarial.png, 70, 70, 195, 265, 79, 149
432_664_adversarial.png, 30, 70, 63, 93, 33, 103
433_698_adversarial.png, 30, 70, 85, 115, 150, 220
434_0_adversarial.png, 50, 70, 73, 123, 47, 117
435_0_adversarial.png, 70, 70, 52, 122, 78, 148
436_365_adversarial.png, 50, 30, 66, 116, 36, 66
437_0_adversarial.png, 30, 50, 45, 75, 116, 166
438_296_adversarial.png, 30, 50, 171, 201, 48, 98
439_0_adversarial.png, 70, 50, 182, 252, 193, 243
440_0_adversarial.png, 30, 30, 170, 200, 264, 294
441_791_adversarial.png, 70, 50, 195, 265, 89, 139
442_0_adversarial.png, 30, 70, 261, 291, 133, 203
443_629_adversarial.png, 30, 30, 186, 216, 89, 119
444_0_adversarial.png, 50, 70, 82, 132, 43, 113
445_0_adversarial.png, 70, 70, 169, 239, 90, 160
446_0_adversarial.png, 50, 70, 91, 141, 118, 188
447_0_adversarial.png, 70, 30, 106, 176, 207, 237
448_0_adversarial.png, 30, 50, 260, 290, 119, 169
449_0_adversarial.png, 50, 30, 98, 148, 173, 203
450_612_adversarial.png, 30, 70, 61, 91, 9, 79
451_525_adversarial.png, 70, 30, 123, 193, 76, 106
452_0_adversarial.png, 50, 70, 235, 285, 139, 209
453_912_adversarial.png, 30, 30, 44, 74, 134, 164
454_0_adversarial.png, 70, 70, 193, 263, 175, 245
455_242_adversarial.png, 30, 30, 43, 73, 245, 275
456_0_adversarial.png, 30, 70, 205, 235, 174, 244
457_786_adversarial.png, 50, 30, 189, 239, 211, 241
458_0_adversarial.png, 50, 50, 49, 99, 123, 173
459_0_adversarial.png, 70, 70, 144, 214, 123, 193
460_0_adversarial.png, 30, 70, 184, 214, 10, 80
461_791_adversarial.png, 30, 70, 266, 296, 89, 159
462_242_adversarial.png, 30, 30, 21, 51, 166, 196
463_0_adversarial.png, 30, 70, 166, 196, 71, 141
464_0_adversarial.png, 30, 70, 72, 102, 104, 174
465_0_adversarial.png, 50, 70, 7, 57, 50, 120
466_0_adversarial.png, 70, 30, 149, 219, 226, 256
467_0_adversarial.png, 70, 70, 176, 246, 93, 163
468_0_adversarial.png, 70, 30, 54, 124, 72, 102
469_599_adversarial.png, 70, 70, 132, 202, 34, 104
470_826_adversarial.png, 30, 30, 94, 124, 164, 194
471_821_adversarial.png, 30, 70, 93, 123, 188, 258
472_144_adversarial.png, 50, 30, 226, 276, 51, 81
473_473_adversarial.png, 30, 50, 182, 212, 150, 200
474_0_adversarial.png, 50, 50, 31, 81, 12, 62
475_0_adversarial.png, 70, 50, 168, 238, 106, 156
476_0_adversarial.png, 50, 70, 102, 152, 98, 168
477_763_adversarial.png, 30, 50, 45, 75, 164, 214
478_0_adversarial.png, 50, 70, 137, 187, 19, 89
479_836_adversarial.png, 30, 30, 143, 173, 93, 123
