img, patch_width, patch_height, x_min, x_max, y_min, y_max
134_679_adversarial.png, 3, 7, 17, 20, 20, 27
135_604_adversarial.png, 3, 3, 11, 14, 6, 9
136_922_adversarial.png, 5, 7, 25, 30, 16, 23
137_718_adversarial.png, 5, 5, 23, 28, 12, 17
138_628_adversarial.png, 3, 3, 15, 18, 22, 25
139_41_adversarial.png, 3, 5, 0, 3, 25, 30
140_951_adversarial.png, 3, 3, 28, 31, 24, 27
141_135_adversarial.png, 5, 7, 19, 24, 8, 15
142_943_adversarial.png, 3, 5, 28, 31, 26, 31
143_728_adversarial.png, 3, 7, 6, 9, 23, 30
144_135_adversarial.png, 7, 5, 9, 16, 2, 7
145_645_adversarial.png, 7, 7, 4, 11, 24, 31
146_395_adversarial.png, 5, 7, 6, 11, 21, 28
147_30_adversarial.png, 7, 3, 9, 16, 1, 4
148_79_adversarial.png, 7, 5, 0, 7, 17, 22
149_30_adversarial.png, 5, 7, 2, 7, 1, 8
150_973_adversarial.png, 5, 3, 12, 17, 5, 8
151_404_adversarial.png, 5, 5, 6, 11, 5, 10
152_484_adversarial.png, 5, 5, 17, 22, 12, 17
153_984_adversarial.png, 5, 3, 14, 19, 11, 14
154_971_adversarial.png, 5, 7, 6, 11, 11, 18
155_971_adversarial.png, 7, 5, 10, 17, 0, 5
156_750_adversarial.png, 7, 3, 22, 29, 16, 19
157_683_adversarial.png, 7, 3, 20, 27, 28, 31
158_954_adversarial.png, 3, 5, 21, 24, 12, 17
159_684_adversarial.png, 3, 3, 4, 7, 25, 28
160_738_adversarial.png, 7, 3, 9, 16, 27, 30
161_394_adversarial.png, 7, 7, 4, 11, 21, 28
162_549_adversarial.png, 5, 3, 9, 14, 2, 5
163_971_adversarial.png, 7, 5, 15, 22, 14, 19
164_978_adversarial.png, 5, 3, 19, 24, 1, 4
165_998_adversarial.png, 5, 3, 4, 9, 11, 14
166_971_adversarial.png, 5, 3, 5, 10, 9, 12
167_897_adversarial.png, 7, 5, 7, 14, 14, 19
168_943_adversarial.png, 7, 7, 13, 20, 10, 17
169_135_adversarial.png, 7, 5, 0, 7, 0, 5
170_971_adversarial.png, 7, 3, 9, 16, 3, 6
171_971_adversarial.png, 7, 7, 22, 29, 19, 26
172_0_adversarial.png, 7, 7, 14, 21, 8, 15
173_64_adversarial.png, 3, 3, 9, 12, 9, 12
174_723_adversarial.png, 3, 3, 9, 12, 1, 4
175_135_adversarial.png, 5, 5, 18, 23, 0, 5
176_16_adversarial.png, 5, 5, 9, 14, 4, 9
177_404_adversarial.png, 7, 3, 6, 13, 8, 11
178_971_adversarial.png, 5, 7, 17, 22, 17, 24
179_971_adversarial.png, 3, 5, 4, 7, 13, 18
180_135_adversarial.png, 5, 5, 11, 16, 9, 14
181_971_adversarial.png, 7, 7, 7, 14, 8, 15
182_971_adversarial.png, 5, 5, 3, 8, 6, 11
183_998_adversarial.png, 5, 7, 4, 9, 6, 13
184_91_adversarial.png, 5, 5, 5, 10, 26, 31
185_871_adversarial.png, 7, 7, 6, 13, 4, 11
186_865_adversarial.png, 7, 3, 0, 7, 16, 19
187_758_adversarial.png, 3, 7, 11, 14, 5, 12
188_971_adversarial.png, 5, 7, 17, 22, 4, 11
189_898_adversarial.png, 5, 3, 6, 11, 3, 6
190_91_adversarial.png, 5, 7, 10, 15, 13, 20
191_977_adversarial.png, 5, 7, 10, 15, 8, 15
192_738_adversarial.png, 3, 7, 8, 11, 6, 13
193_628_adversarial.png, 5, 5, 24, 29, 26, 31
194_212_adversarial.png, 7, 3, 16, 23, 23, 26
195_679_adversarial.png, 3, 5, 11, 14, 19, 24
196_404_adversarial.png, 5, 7, 0, 5, 5, 12
197_135_adversarial.png, 5, 7, 18, 23, 11, 18
198_971_adversarial.png, 7, 3, 17, 24, 7, 10
199_946_adversarial.png, 7, 3, 15, 22, 24, 27
200_549_adversarial.png, 3, 3, 15, 18, 2, 5
201_845_adversarial.png, 3, 7, 22, 25, 18, 25
202_971_adversarial.png, 3, 3, 3, 6, 14, 17
203_971_adversarial.png, 5, 7, 26, 31, 18, 25
204_94_adversarial.png, 7, 3, 5, 12, 1, 4
205_971_adversarial.png, 7, 7, 14, 21, 19, 26
206_779_adversarial.png, 5, 3, 21, 26, 13, 16
207_435_adversarial.png, 5, 7, 5, 10, 18, 25
208_971_adversarial.png, 3, 7, 18, 21, 10, 17
209_662_adversarial.png, 5, 7, 6, 11, 3, 10
210_738_adversarial.png, 5, 3, 16, 21, 7, 10
211_403_adversarial.png, 7, 5, 15, 22, 2, 7
212_111_adversarial.png, 5, 5, 8, 13, 25, 30
213_825_adversarial.png, 3, 5, 0, 3, 19, 24
214_92_adversarial.png, 5, 7, 14, 19, 19, 26
215_324_adversarial.png, 7, 5, 8, 15, 8, 13
216_540_adversarial.png, 5, 5, 11, 16, 19, 24
217_591_adversarial.png, 3, 3, 18, 21, 9, 12
218_984_adversarial.png, 3, 3, 28, 31, 7, 10
219_16_adversarial.png, 7, 5, 11, 18, 8, 13
220_738_adversarial.png, 5, 7, 13, 18, 3, 10
221_313_adversarial.png, 5, 7, 23, 28, 3, 10
222_951_adversarial.png, 3, 5, 10, 13, 21, 26
223_814_adversarial.png, 3, 5, 23, 26, 12, 17
224_971_adversarial.png, 5, 7, 13, 18, 7, 14
225_971_adversarial.png, 5, 5, 12, 17, 17, 22
226_971_adversarial.png, 7, 7, 16, 23, 9, 16
227_324_adversarial.png, 3, 3, 21, 24, 19, 22
228_91_adversarial.png, 3, 7, 25, 28, 5, 12
229_738_adversarial.png, 7, 7, 6, 13, 6, 13
230_971_adversarial.png, 7, 7, 7, 14, 11, 18
231_92_adversarial.png, 7, 3, 18, 25, 2, 5
232_946_adversarial.png, 7, 7, 12, 19, 8, 15
233_971_adversarial.png, 5, 7, 10, 15, 19, 26
234_306_adversarial.png, 7, 7, 12, 19, 23, 30
235_971_adversarial.png, 7, 7, 9, 16, 16, 23
236_306_adversarial.png, 5, 3, 14, 19, 6, 9
237_84_adversarial.png, 7, 7, 5, 12, 15, 22
238_46_adversarial.png, 5, 3, 26, 31, 8, 11
239_971_adversarial.png, 3, 7, 0, 3, 8, 15
240_738_adversarial.png, 3, 7, 8, 11, 2, 9
241_16_adversarial.png, 3, 5, 20, 23, 26, 31
242_91_adversarial.png, 3, 7, 12, 15, 9, 16
243_397_adversarial.png, 7, 5, 3, 10, 9, 14
244_395_adversarial.png, 5, 5, 13, 18, 2, 7
245_951_adversarial.png, 3, 3, 6, 9, 6, 9
246_845_adversarial.png, 3, 5, 6, 9, 13, 18
247_325_adversarial.png, 5, 7, 25, 30, 4, 11
248_757_adversarial.png, 5, 7, 3, 8, 14, 21
249_30_adversarial.png, 5, 7, 0, 5, 8, 15
250_404_adversarial.png, 7, 5, 7, 14, 7, 12
251_620_adversarial.png, 5, 5, 1, 6, 15, 20
252_324_adversarial.png, 3, 3, 0, 3, 21, 24
253_971_adversarial.png, 5, 5, 13, 18, 7, 12
254_925_adversarial.png, 5, 3, 3, 8, 12, 15
255_937_adversarial.png, 5, 5, 15, 20, 4, 9
256_706_adversarial.png, 7, 3, 19, 26, 13, 16
257_728_adversarial.png, 3, 3, 18, 21, 22, 25
258_394_adversarial.png, 3, 7, 14, 17, 24, 31
259_64_adversarial.png, 5, 5, 19, 24, 6, 11
260_670_adversarial.png, 3, 5, 3, 6, 22, 27
261_16_adversarial.png, 5, 7, 10, 15, 5, 12
262_552_adversarial.png, 5, 7, 3, 8, 10, 17
263_852_adversarial.png, 7, 3, 1, 8, 8, 11
264_617_adversarial.png, 3, 5, 9, 12, 9, 14
265_580_adversarial.png, 7, 5, 22, 29, 1, 6
266_738_adversarial.png, 5, 5, 5, 10, 11, 16
267_683_adversarial.png, 3, 5, 10, 13, 23, 28
268_403_adversarial.png, 5, 3, 5, 10, 12, 15
269_84_adversarial.png, 7, 7, 12, 19, 1, 8
270_946_adversarial.png, 5, 7, 18, 23, 10, 17
271_716_adversarial.png, 3, 7, 5, 8, 15, 22
272_984_adversarial.png, 5, 5, 7, 12, 18, 23
273_943_adversarial.png, 5, 3, 14, 19, 28, 31
274_404_adversarial.png, 3, 3, 3, 6, 13, 16
275_916_adversarial.png, 3, 3, 3, 6, 4, 7
276_706_adversarial.png, 5, 3, 1, 6, 25, 28
277_591_adversarial.png, 7, 5, 7, 14, 3, 8
278_314_adversarial.png, 7, 5, 23, 30, 4, 9
279_738_adversarial.png, 7, 7, 22, 29, 5, 12
280_75_adversarial.png, 3, 7, 15, 18, 11, 18
281_971_adversarial.png, 7, 7, 0, 7, 18, 25
282_404_adversarial.png, 5, 5, 9, 14, 4, 9
283_404_adversarial.png, 7, 5, 19, 26, 14, 19
284_758_adversarial.png, 7, 3, 7, 14, 15, 18
285_896_adversarial.png, 3, 7, 19, 22, 15, 22
286_738_adversarial.png, 5, 5, 5, 10, 11, 16
287_135_adversarial.png, 5, 5, 22, 27, 21, 26
288_92_adversarial.png, 5, 3, 14, 19, 19, 22
289_611_adversarial.png, 7, 5, 24, 31, 26, 31
290_738_adversarial.png, 3, 5, 1, 4, 0, 5
291_404_adversarial.png, 3, 3, 2, 5, 20, 23
292_973_adversarial.png, 5, 7, 1, 6, 7, 14
293_713_adversarial.png, 3, 3, 3, 6, 6, 9
294_135_adversarial.png, 7, 3, 9, 16, 14, 17
295_83_adversarial.png, 3, 3, 26, 29, 17, 20
296_738_adversarial.png, 3, 5, 8, 11, 26, 31
297_16_adversarial.png, 3, 7, 26, 29, 8, 15
298_814_adversarial.png, 3, 3, 2, 5, 25, 28
299_943_adversarial.png, 5, 5, 21, 26, 11, 16
300_135_adversarial.png, 3, 7, 15, 18, 0, 7
301_780_adversarial.png, 7, 3, 21, 28, 17, 20
302_91_adversarial.png, 3, 5, 9, 12, 3, 8
303_403_adversarial.png, 5, 5, 15, 20, 11, 16
304_552_adversarial.png, 5, 3, 23, 28, 5, 8
305_852_adversarial.png, 3, 7, 23, 26, 5, 12
306_971_adversarial.png, 7, 7, 13, 20, 1, 8
307_435_adversarial.png, 7, 7, 21, 28, 14, 21
308_865_adversarial.png, 7, 7, 15, 22, 23, 30
309_978_adversarial.png, 5, 3, 5, 10, 13, 16
310_580_adversarial.png, 5, 7, 24, 29, 12, 19
311_780_adversarial.png, 3, 5, 0, 3, 13, 18
312_580_adversarial.png, 7, 7, 24, 31, 2, 9
313_871_adversarial.png, 3, 3, 28, 31, 10, 13
314_324_adversarial.png, 3, 7, 6, 9, 5, 12
315_509_adversarial.png, 3, 5, 7, 10, 11, 16
316_135_adversarial.png, 7, 7, 9, 16, 11, 18
317_752_adversarial.png, 7, 7, 2, 9, 24, 31
318_971_adversarial.png, 7, 5, 11, 18, 18, 23
319_403_adversarial.png, 5, 5, 7, 12, 18, 23
320_814_adversarial.png, 7, 5, 14, 21, 10, 15
321_509_adversarial.png, 7, 7, 24, 31, 4, 11
322_852_adversarial.png, 5, 7, 0, 5, 6, 13
323_278_adversarial.png, 3, 7, 12, 15, 14, 21
324_978_adversarial.png, 3, 3, 11, 14, 19, 22
325_91_adversarial.png, 7, 7, 24, 31, 19, 26
326_738_adversarial.png, 5, 3, 2, 7, 14, 17
327_971_adversarial.png, 3, 5, 1, 4, 20, 25
328_484_adversarial.png, 3, 5, 0, 3, 23, 28
329_580_adversarial.png, 7, 5, 0, 7, 19, 24
330_916_adversarial.png, 7, 7, 21, 28, 20, 27
331_91_adversarial.png, 3, 3, 21, 24, 3, 6
332_971_adversarial.png, 7, 3, 24, 31, 7, 10
333_971_adversarial.png, 5, 5, 19, 24, 7, 12
334_815_adversarial.png, 5, 7, 24, 29, 8, 15
335_895_adversarial.png, 7, 5, 11, 18, 26, 31
336_971_adversarial.png, 3, 3, 0, 3, 26, 29
337_701_adversarial.png, 3, 5, 4, 7, 16, 21
338_956_adversarial.png, 3, 3, 18, 21, 8, 11
339_971_adversarial.png, 3, 5, 6, 9, 7, 12
340_72_adversarial.png, 3, 7, 15, 18, 20, 27
341_977_adversarial.png, 3, 7, 4, 7, 16, 23
342_954_adversarial.png, 3, 5, 17, 20, 26, 31
343_815_adversarial.png, 3, 7, 7, 10, 13, 20
344_788_adversarial.png, 5, 7, 26, 31, 15, 22
345_91_adversarial.png, 7, 5, 7, 14, 22, 27
346_738_adversarial.png, 3, 5, 12, 15, 19, 24
347_713_adversarial.png, 3, 7, 21, 24, 8, 15
348_691_adversarial.png, 3, 3, 21, 24, 6, 9
349_569_adversarial.png, 5, 7, 6, 11, 3, 10
350_390_adversarial.png, 7, 5, 18, 25, 13, 18
351_488_adversarial.png, 5, 3, 7, 12, 16, 19
352_265_adversarial.png, 5, 3, 9, 14, 23, 26
353_922_adversarial.png, 5, 3, 20, 25, 15, 18
354_738_adversarial.png, 5, 5, 22, 27, 6, 11
355_971_adversarial.png, 5, 3, 15, 20, 18, 21
356_635_adversarial.png, 5, 3, 17, 22, 4, 7
357_871_adversarial.png, 5, 7, 0, 5, 0, 7
358_971_adversarial.png, 3, 7, 2, 5, 2, 9
359_534_adversarial.png, 3, 7, 20, 23, 24, 31
360_509_adversarial.png, 3, 5, 21, 24, 5, 10
361_956_adversarial.png, 3, 7, 27, 30, 15, 22
362_815_adversarial.png, 7, 3, 11, 18, 25, 28
363_552_adversarial.png, 5, 3, 11, 16, 9, 12
364_628_adversarial.png, 7, 5, 8, 15, 7, 12
365_815_adversarial.png, 5, 7, 22, 27, 5, 12
366_871_adversarial.png, 7, 3, 21, 28, 21, 24
367_971_adversarial.png, 3, 3, 4, 7, 18, 21
368_303_adversarial.png, 7, 3, 10, 17, 23, 26
369_403_adversarial.png, 3, 5, 15, 18, 23, 28
370_984_adversarial.png, 7, 5, 23, 30, 19, 24
371_948_adversarial.png, 5, 5, 21, 26, 12, 17
372_431_adversarial.png, 7, 5, 5, 12, 20, 25
373_549_adversarial.png, 5, 5, 22, 27, 3, 8
374_628_adversarial.png, 3, 3, 3, 6, 0, 3
375_566_adversarial.png, 7, 3, 16, 23, 12, 15
376_922_adversarial.png, 3, 3, 10, 13, 18, 21
377_470_adversarial.png, 7, 3, 17, 24, 15, 18
378_540_adversarial.png, 7, 3, 23, 30, 14, 17
379_728_adversarial.png, 7, 3, 20, 27, 14, 17
380_549_adversarial.png, 3, 7, 21, 24, 15, 22
381_978_adversarial.png, 5, 7, 4, 9, 0, 7
382_852_adversarial.png, 3, 5, 27, 30, 20, 25
383_569_adversarial.png, 7, 7, 5, 12, 17, 24
384_324_adversarial.png, 3, 5, 17, 20, 9, 14
385_91_adversarial.png, 5, 5, 20, 25, 16, 21
386_758_adversarial.png, 7, 7, 15, 22, 10, 17
387_897_adversarial.png, 5, 7, 4, 9, 18, 25
388_404_adversarial.png, 7, 7, 0, 7, 8, 15
389_554_adversarial.png, 3, 7, 10, 13, 3, 10
390_404_adversarial.png, 7, 3, 14, 21, 28, 31
391_971_adversarial.png, 5, 5, 4, 9, 7, 12
392_971_adversarial.png, 3, 5, 21, 24, 21, 26
393_978_adversarial.png, 5, 5, 11, 16, 0, 5
394_814_adversarial.png, 3, 3, 6, 9, 14, 17
395_958_adversarial.png, 7, 5, 19, 26, 26, 31
396_779_adversarial.png, 3, 5, 10, 13, 13, 18
397_91_adversarial.png, 7, 7, 9, 16, 11, 18
398_315_adversarial.png, 7, 7, 12, 19, 17, 24
399_40_adversarial.png, 3, 3, 20, 23, 18, 21
400_896_adversarial.png, 7, 3, 10, 17, 7, 10
401_852_adversarial.png, 5, 5, 6, 11, 0, 5
402_886_adversarial.png, 7, 7, 8, 15, 7, 14
403_484_adversarial.png, 5, 3, 23, 28, 22, 25
404_562_adversarial.png, 3, 3, 3, 6, 24, 27
405_135_adversarial.png, 3, 7, 10, 13, 19, 26
406_135_adversarial.png, 3, 7, 22, 25, 21, 28
407_951_adversarial.png, 3, 5, 17, 20, 23, 28
408_920_adversarial.png, 7, 5, 22, 29, 6, 11
409_58_adversarial.png, 7, 5, 7, 14, 13, 18
410_925_adversarial.png, 5, 5, 18, 23, 9, 14
411_135_adversarial.png, 7, 7, 14, 21, 7, 14
412_435_adversarial.png, 5, 7, 13, 18, 23, 30
413_403_adversarial.png, 3, 3, 27, 30, 16, 19
414_815_adversarial.png, 5, 7, 9, 14, 8, 15
415_635_adversarial.png, 5, 7, 24, 29, 23, 30
416_815_adversarial.png, 3, 5, 0, 3, 1, 6
417_526_adversarial.png, 5, 5, 26, 31, 26, 31
418_978_adversarial.png, 5, 3, 14, 19, 5, 8
419_750_adversarial.png, 5, 5, 10, 15, 22, 27
420_971_adversarial.png, 7, 7, 4, 11, 23, 30
421_92_adversarial.png, 3, 3, 25, 28, 18, 21
422_131_adversarial.png, 3, 3, 9, 12, 22, 25
423_795_adversarial.png, 3, 7, 16, 19, 10, 17
424_91_adversarial.png, 3, 5, 24, 27, 18, 23
425_91_adversarial.png, 7, 5, 22, 29, 12, 17
426_64_adversarial.png, 3, 3, 21, 24, 7, 10
427_971_adversarial.png, 5, 7, 4, 9, 8, 15
428_876_adversarial.png, 3, 5, 11, 14, 22, 27
429_971_adversarial.png, 5, 3, 26, 31, 5, 8
430_554_adversarial.png, 5, 3, 6, 11, 27, 30
431_617_adversarial.png, 7, 5, 2, 9, 12, 17
432_580_adversarial.png, 3, 3, 28, 31, 22, 25
433_135_adversarial.png, 5, 7, 22, 27, 18, 25
434_925_adversarial.png, 7, 3, 7, 14, 2, 5
435_670_adversarial.png, 5, 7, 3, 8, 13, 20
436_135_adversarial.png, 5, 7, 6, 11, 22, 29
437_738_adversarial.png, 5, 5, 8, 13, 8, 13
438_897_adversarial.png, 7, 5, 10, 17, 5, 10
439_552_adversarial.png, 3, 7, 11, 14, 6, 13
440_916_adversarial.png, 7, 7, 7, 14, 13, 20
441_795_adversarial.png, 5, 7, 20, 25, 7, 14
442_679_adversarial.png, 7, 3, 1, 8, 16, 19
443_404_adversarial.png, 3, 3, 3, 6, 11, 14
444_984_adversarial.png, 7, 7, 18, 25, 21, 28
445_509_adversarial.png, 3, 5, 1, 4, 21, 26
446_971_adversarial.png, 7, 3, 2, 9, 5, 8
447_922_adversarial.png, 3, 7, 1, 4, 23, 30
448_309_adversarial.png, 7, 3, 2, 9, 11, 14
449_46_adversarial.png, 5, 3, 24, 29, 8, 11
450_580_adversarial.png, 7, 7, 24, 31, 9, 16
451_39_adversarial.png, 3, 7, 3, 6, 4, 11
452_554_adversarial.png, 3, 7, 5, 8, 18, 25
453_89_adversarial.png, 5, 7, 9, 14, 5, 12
454_16_adversarial.png, 7, 7, 6, 13, 9, 16
455_319_adversarial.png, 5, 3, 8, 13, 2, 5
456_769_adversarial.png, 3, 5, 2, 5, 14, 19
457_971_adversarial.png, 3, 5, 19, 22, 10, 15
458_625_adversarial.png, 3, 7, 28, 31, 12, 19
459_664_adversarial.png, 7, 3, 2, 9, 21, 24
460_971_adversarial.png, 5, 7, 22, 27, 13, 20
461_404_adversarial.png, 5, 3, 18, 23, 23, 26
462_925_adversarial.png, 7, 7, 16, 23, 16, 23
463_925_adversarial.png, 3, 3, 11, 14, 22, 25
464_509_adversarial.png, 3, 5, 17, 20, 10, 15
465_91_adversarial.png, 3, 7, 19, 22, 21, 28
466_591_adversarial.png, 5, 5, 21, 26, 11, 16
467_916_adversarial.png, 5, 7, 2, 7, 13, 20
468_971_adversarial.png, 5, 3, 24, 29, 10, 13
469_395_adversarial.png, 7, 5, 13, 20, 5, 10
470_580_adversarial.png, 5, 7, 24, 29, 17, 24
471_975_adversarial.png, 5, 3, 19, 24, 3, 6
472_404_adversarial.png, 3, 7, 7, 10, 15, 22
473_712_adversarial.png, 7, 7, 4, 11, 11, 18
474_30_adversarial.png, 7, 7, 1, 8, 4, 11
475_489_adversarial.png, 7, 3, 8, 15, 25, 28
476_303_adversarial.png, 7, 7, 24, 31, 21, 28
477_569_adversarial.png, 3, 3, 2, 5, 15, 18
478_404_adversarial.png, 3, 7, 12, 15, 21, 28
479_698_adversarial.png, 5, 3, 23, 28, 20, 23
